source_pdf,source_sha256,page,visual_row,y_center,word_count,row_text,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,80,505.01124427432103,21,"m/wp-conte 1 % 1,5 % 2,5 % 9 % — 8 % 8 % 28 % — 2 % 0 %",m/wp-conte,1 %,"1,5 %","2,5 %",9 %,—,8 %,8 %,28 %,—,2 %,0 %,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,81,510.1761525472005,3,31 août-2 Barnier,31 août-2,Barnier,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,82,514.3921966552734,3,nt/uploads/ 1 334,nt/uploads/,1 334,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,83,520.4498291015625,6,2021/09/11 septembre N 7 5 %,2021/09/11 septembre,N 7,5 %,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,84,524.3921813964844,20,"0,5 % 2 % 2,5 % 9 % — 9 % 8 % 29 % — 2 % 0,5 %","0,5 %",2 %,"2,5 %",9 %,—,9 %,8 %,29 %,—,2 %,"0,5 %",,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,85,528.3181304931641,2,8400-Rapp Juvin,8400-Rapp,Juvin,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,86,535.3921813964844,1,ort.pdf),ort.pdf),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,87,539.8536529541016,4,N 7 15 %,N 7,15 %,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,88,543.3921813964844,20,"0,5 % 1,5 % 2 % 9 % — 7 % 7,5 % 24 % — 1,5 % 0 %","0,5 %","1,5 %",2 %,9 %,—,7 %,"7,5 %",24 %,—,"1,5 %",0 %,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,89,547.2440795898438,1,Bertrand,Bertrand,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,90,559.3536529541016,4,N 7 12 %,N 7,12 %,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,91,562.8921813964844,20,"0,5 % 1 % 2,5 % 9 % — 8,5 % 8 % 26 % — 1,5 % 0,5 %","0,5 %",1 %,"2,5 %",9 %,—,"8,5 %",8 %,26 %,—,"1,5 %","0,5 %",,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,92,566.7440795898438,1,Pécresse,Pécresse,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,93,578.8536529541016,4,N 7 16 %,N 7,16 %,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,94,582.3921813964844,20,"0,5 % 1,5 % 2 % 8 % 3 % 8,5 % 8 % 23 % — 2 % —","0,5 %","1,5 %",2 %,8 %,3 %,"8,5 %",8 %,23 %,—,2 %,—,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,95,586.2440795898438,1,Bertrand,Bertrand,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,96,597.8921813964844,1,Harris,Harris,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,97,605.5443553095279,23,"Interactive 1 % 1 % 3 % 12 % — 7 % 6 % 24 % <0,5 % 16 % 1 % —",Interactive,1 %,1 %,3 %,12 %,—,7 %,6 %,24 %,"<0,5 %",16 %,1 %,—,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,98,610.8181304931641,2,(https://harri Bertrand,(https://harri,Bertrand,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,99,618.8921813964844,1,s-interactiv,s-interactiv,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,100,625.8921813964844,1,e.fr/wp-cont,e.fr/wp-cont,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,101,633.0660944399627,23,"ent/upload 1 % 1 % 2 % 12 % — 7 % 6 % 26 % <0,5 % 14 % 1 % —",ent/upload,1 %,1 %,2 %,12 %,—,7 %,6 %,26 %,"<0,5 %",14 %,1 %,—,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,102,638.5681304931641,2,s/sites/6/20 Pécresse,s/sites/6/20,Pécresse,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,103,643.3921813964844,1,27-30,27-30,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,104,646.8921813964844,3,21/09/Rapp 1 328,21/09/Rapp,1 328,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,105,650.3921813964844,1,août,août,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,106,653.8921813964844,1,ort_Harris_-,ort_Harris_-,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,107,657.3921813964844,2,6 %,6 %,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,108,660.8921813964844,21,"_Vague_11 1 % 1 % 3 % 12 % — 7 % 6 % 30 % <0,5 % 1 % —",_Vague_11,1 %,1 %,3 %,12 %,—,7 %,6 %,30 %,"<0,5 %",1 %,—,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,109,666.3181304931641,2,_Intentions Ciotti,_Intentions,Ciotti,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,110,674.8921813964844,1,_de_vote_P,_de_vote_P,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,111,683.8921813964844,3,residentielle 16 %,residentielle,16 %,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,112,688.4159909202939,21,"_2022_Chal 1 % 1 % 2 % 13 % 5 % — 6 % 25 % <0,5 % 1 % —",_2022_Chal,1 %,1 %,2 %,13 %,5 %,—,6 %,25 %,"<0,5 %",1 %,—,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,113,692.2440795898438,1,Bertrand,Bertrand,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,114,695.8921813964844,1,lenges.pdf),lenges.pdf),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,115,707.3151245117188,22,Éric Ciotti et Michel Barnier annoncent leurs candidatures à une primaire de la droite ; Laurent Wauquiez y renonce (26 août 2021).,Éric Ciotti et Michel Barnier annoncent leurs candidatures à une primaire de la droite ; Laurent Wauquiez y renonce (26 août 2021).,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,116,719.058848063151,6,Harris 20-23 1 343 16 %,Harris,20-23,1 343,16 %,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,117,724.028545032848,22,Interactive août 1 % 1 % 2 % 11 % — 7 % 6 % 24 % 1 % 1 % —,Interactive,août,1 %,1 %,2 %,11 %,—,7 %,6 %,24 %,1 %,1 %,—,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,118,727.7440795898438,1,Bertrand,Bertrand,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,119,732.3921813964844,1,(https://harri,(https://harri,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,120,739.3921813964844,1,s-interactiv,s-interactiv,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,121,747.0443553095279,23,e.fr/wp-cont 1 % 1 % 2 % 11 % — 7 % 6 % 25 % 1 % 13 % 1 % —,e.fr/wp-cont,1 %,1 %,2 %,11 %,—,7 %,6 %,25 %,1 %,13 %,1 %,—,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,122,752.3181304931641,2,ent/upload Pécresse,ent/upload,Pécresse,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,123,760.3921813964844,1,s/sites/6/20,s/sites/6/20,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,124,767.058848063151,3,21/08/Rapp 16 %,21/08/Rapp,16 %,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,125,770.3921813964844,20,1 % 1 % 2 % 11 % 5 % — 8 % 24 % 1 % 1 % —,1 %,1 %,2 %,11 %,5 %,—,8 %,24 %,1 %,1 %,—,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,126,774.3181304931641,2,ort_Harris_- Bertrand,ort_Harris_-,Bertrand,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,32,127,781.3921813964844,1,_Vague_10,_Vague_10,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,1,39.39218711853027,1,_Intentions,_Intentions,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,2,45.72552045186361,3,_de_vote_P 11 %,_de_vote_P,11 %,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,3,55.63545443794944,22,residentielle 1 % 1 % 2 % 11 % — 7 % 6 % 21 % 1 % Bertrand 1 % —,residentielle,1 %,1 %,2 %,11 %,—,7 %,6 %,21 %,1 %,Bertrand,1 %,—,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,4,60.96136665344238,5,_2022_Chal 8 % N 8,_2022_Chal,8 % N 8,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,5,67.0681266784668,2,lenges.pdf) Pécresse,lenges.pdf),Pécresse,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,6,85.02154783769087,22,"Ipsos (http 1 % N 6 2 % 8 % — 9 % 11 % 24,5 % — 11 % — —",Ipsos (http,1 % N 6,2 %,8 %,—,9 %,11 %,"24,5 %",—,11 %,—,—,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,7,90.0681266784668,2,s://www.co Barnier,s://www.co,Barnier,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,8,97.3921890258789,1,mmission-d,mmission-d,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,9,104.67056492396763,21,es-sondage 1 % N 6 2 % 7 % — 9 % 11 % 23 % — 15 % — —,es-sondage,1 % N 6,2 %,7 %,—,9 %,11 %,23 %,—,15 %,—,—,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,10,110.6761474609375,3,s.fr/notices/f 20-22 Bertrand,s.fr/notices/f,20-22,Bertrand,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,11,114.8921890258789,2,2 000,2 000,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,12,120.03317133585612,6,iles/notices/ août N 6 14 %,iles/notices/,août,N 6,14 %,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,13,124.45101255529067,17,2021/aout/9 1 % 2 % 8 % — 9 % 11 % 23 % — — —,2021/aout/9,1 %,2 %,8 %,—,9 %,11 %,23 %,—,—,—,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,14,128.24406814575195,1,Pécresse,Pécresse,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,15,132.3921890258789,1,201-p-ipsos,201-p-ipsos,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,16,140.16136932373047,5,"-libres-le-po N 6 10,5 %",-libres-le-po,N 6,"10,5 %",,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,17,144.03924784940833,17,"int.pdf) 1 % 2 % 8 % — 9 % 11 % 25,5 % — — —",int.pdf),1 %,2 %,8 %,—,9 %,11 %,"25,5 %",—,—,—,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,18,147.74407196044922,1,Wauquiez,Wauquiez,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,19,158.8151397705078,17,Valérie Pécresse et Philippe Juvin annoncent leurs candidatures à une primaire de la droite (22 juillet 2021).,Valérie Pécresse et Philippe Juvin annoncent leurs candidatures à une primaire de la droite (22 juillet 2021).,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,20,169.8921890258789,1,Harris,Harris,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,21,176.8921890258789,1,Interactive,Interactive,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,22,184.0796890258789,24,"(https://harri 1 % 1 % 2 % 10 % — 7 % 7 % 24 % 1 % 16 % 1 % <0,5 %",(https://harri,1 %,1 %,2 %,10 %,—,7 %,7 %,24 %,1 %,16 %,1 %,"<0,5 %",,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,23,189.56813049316406,2,s-interactiv Bertrand,s-interactiv,Bertrand,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,24,197.8921890258789,1,e.fr/wp-cont,e.fr/wp-cont,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,25,204.8921890258789,1,ent/upload,ent/upload,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,26,211.8921890258789,1,s/sites/6/20,s/sites/6/20,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,27,218.8921890258789,1,21/07/Rapp,21/07/Rapp,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,28,222.3921890258789,2,12 %,12 %,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,29,225.8921890258789,26,"ort_Harris_- 2-5 juillet 1 260 1 % 1 % 2 % 10 % — 7 % 8 % 26 % 1 % 1 % <0,5 %",ort_Harris_-,2-5 juillet,1 260,1 %,1 %,2 %,10 %,—,7 %,8 %,26 %,1 %,1 %,"<0,5 %",,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,30,231.31813049316406,2,_Vague_9_I Pécresse,_Vague_9_I,Pécresse,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,31,239.8921890258789,1,ntentions_d,ntentions_d,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,32,246.8921890258789,1,e_vote_Pre,e_vote_Pre,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,33,253.89219665527344,1,sidentielle_,sidentielle_,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,34,262.5588633219401,3,2022_-_5_j 17 %,2022_-_5_j,17 %,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,35,266.937651200728,22,"uillet_2021_ 1 % 1 % 2 % 10 % — 7 % 7 % 24 % 1 % 1 % <0,5 %",uillet_2021_,1 %,1 %,2 %,10 %,—,7 %,7 %,24 %,1 %,1 %,"<0,5 %",,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,36,270.7440643310547,1,Bertrand,Bertrand,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,37,274.89219665527344,1,Challenges.,Challenges.,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,38,281.89219665527344,1,pdf),pdf),,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,39,293.89219665527344,2,"18,5 %","18,5 %",,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,40,297.39219665527344,20,"0,5 % 1 % 4 % 7 % — — 9 % 26 % 0,5 % 2 % 0,5 %","0,5 %",1 %,4 %,7 %,—,—,9 %,26 %,"0,5 %",2 %,"0,5 %",,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,41,301.2440643310547,1,Bertrand,Bertrand,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,42,304.89219665527344,2,Ifop (https://,Ifop (https://,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,43,312.89219665527344,3,www.commi 18 %,www.commi,18 %,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,44,316.9874347505115,21,"ssion-des-s 0,5 % 1 % 4 % 7 % — 8 % — 28 % 0,5 % 2 % 0,5 %",ssion-des-s,"0,5 %",1 %,4 %,7 %,—,8 %,—,28 %,"0,5 %",2 %,"0,5 %",,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,45,320.7440643310547,1,Bertrand,Bertrand,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,46,325.89219665527344,1,ondages.fr/,ondages.fr/,,,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,47,332.89219665527344,5,notices/file 29 juin-2 13 %,notices/file,29 juin-2,13 %,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,48,336.39219665527344,23,"1 337 0,5 % 1 % 3,5 % 7,5 % — 6 % 7 % 28 % 0,5 % 3 % 0,5 %",1 337,"0,5 %",1 %,"3,5 %","7,5 %",—,6 %,7 %,28 %,"0,5 %",3 %,"0,5 %",,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,49,340.0094858805339,3,s/notices/20 juillet Wauquiez,s/notices/20,juillet,Wauquiez,,,,,,,,,,,,,
Liste_de_sondages_sur_l'élection_présidentielle_française_de_2022.pdf,013d61d1d69e82307ad6f465567c76ea3e51de3b509867a0c0efc41b86712555,33,50,346.89219665527344,1,21/juillet/91,21/juillet/91,,,,,,,,,,,,,,,
